Product ID,Product Name,Category 1,Category 2,Category 3,Category 4,Category 5,Discounted Price,Orignal Price,Discount,User Rating,Number Of Rating
B07JW9H4J1,Wayona Nylon Braided USB to Lightning Fast Charging and Data ,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,USBCables,399,"1,099",0.64,4.2,24269
B098NS6PVG,Ambrane Unbreakable 60W / 3A Fast Charging 1.5m Braided Type ,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,USBCables,199,349,0.43,4,43994
B096MSW6CT,Sounce Fast Phone Charging Cable & Data Sync USB Cable Compat,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,USBCables,199,"1,899",0.9,3.9,7928
B08HDJ86NZ,boAt Deuce USB 300 2 in 1 Type-C & Micro USB Stress Resistant,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,USBCables,329,699,0.53,4.2,94363
B08CF3B7N1,Portronics Konnect L 1.2M Fast Charging 3A 8 Pin USB Cable wi,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,USBCables,154,399,0.61,4.2,16905
B08Y1TFSP6,"pTron Solero TB301 3A Type-C Data and Fast Charging Cable, Ma",Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,USBCables,149,"1,000",0.85,3.9,24871
B08WRWPM22,"boAt Micro USB 55 Tangle-free, Sturdy Micro USB Cable with 3A",Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,USBCables,176.63,499,0.65,4.1,15188
B08DDRGWTJ,MI Usb Type-C Cable Smartphone (Black),Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,USBCables,229,299,0.23,4.3,30411
B008IFXQFU,"TP-Link USB WiFi Adapter for PC(TL-WN725N), N150 Wireless Net",Computers&Accessories,NetworkingDevices,NetworkAdapters,WirelessUSBAdapters,,499,999,0.5,4.2,179691
B082LZGK39,Ambrane Unbreakable 60W / 3A Fast Charging 1.5m Braided Micro,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,USBCables,199,299,0.33,4,43994
B08CF3D7QR,Portronics Konnect L POR-1081 Fast Charging 3A Type-C Cable 1,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,USBCables,154,339,0.55,4.3,13391
B0789LZTCJ,boAt Rugged v3 Extra Tough Unbreakable Braided Micro USB Cabl,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,USBCables,299,799,0.63,4.2,94363
B07KSMBL2H,"AmazonBasics Flexible Premium HDMI Cable (Black, 4K@60Hz, 18G",Electronics,"HomeTheater,TV&Video",Accessories,Cables,HDMICables,219,700,0.69,4.4,426973
B085DTN6R2,Portronics Konnect CL 20W POR-1067 Type-C to 8 Pin USB 1.2M C,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,USBCables,350,899,0.61,4.2,2262
B09KLVMZ3B,Portronics Konnect L 1.2M POR-1401 Fast Charging 3A 8 Pin USB,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,USBCables,159,399,0.6,4.1,4768
B083342NKJ,MI Braided USB Type-C Cable for Charging Adapter (Red),Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,USBCables,349,399,0.13,4.4,18757
B0B6F7LX4C,MI 80 cm (32 inches) 5A Series HD Ready Smart Android LED TV ,Electronics,"HomeTheater,TV&Video",Televisions,SmartTelevisions,,"13,999","24,999",0.44,4.2,32840
B082LSVT4B,Ambrane Unbreakable 60W / 3A Fast Charging 1.5m Braided Type ,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,USBCables,249,399,0.38,4,43994
B08WRBG3XW,"boAt Type C A325 Tangle-free, Sturdy Type C Cable with 3A Rap",Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,USBCables,199,499,0.6,4.1,13045
B08DPLCM6T,LG 80 cm (32 inches) HD Ready Smart LED TV 32LM563BPTC (Dark ,Electronics,"HomeTheater,TV&Video",Televisions,SmartTelevisions,,"13,490","21,990",0.39,4.3,11976
B09C6HXFC1,Duracell USB Lightning Apple Certified (Mfi) Braided Sync & C,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,USBCables,970,"1,799",0.46,4.5,815
B085194JFL,"tizum HDMI to VGA Adapter Cable 1080P for Projector, Computer",Electronics,"HomeTheater,TV&Video",Accessories,Cables,HDMICables,279,499,0.44,3.7,10962
B09F6S8BT6,Samsung 80 cm (32 Inches) Wondertainment Series HD Ready LED ,Electronics,"HomeTheater,TV&Video",Televisions,SmartTelevisions,,"13,490","22,900",0.41,4.3,16299
B09NHVCHS9,Flix Micro Usb Cable For Smartphone (Black),Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,USBCables,59,199,0.7,4,9378
B0B1YVCJ2Y,Acer 80 cm (32 inches) I Series HD Ready Android Smart LED TV,Electronics,"HomeTheater,TV&Video",Televisions,SmartTelevisions,,"11,499","19,990",0.42,4.3,4703
B01M4GGIVU,Tizum High Speed HDMI Cable with Ethernet | Supports 3D 4K | ,Electronics,"HomeTheater,TV&Video",Accessories,Cables,HDMICables,199,699,0.72,4.2,12153
B08B42LWKN,OnePlus 80 cm (32 inches) Y Series HD Ready LED Smart Android,Electronics,"HomeTheater,TV&Video",Televisions,SmartTelevisions,,"14,999","19,999",0.25,4.2,34899
B094JNXNPV,Ambrane Unbreakable 3 in 1 Fast Charging Braided Multipurpose,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,USBCables,299,399,0.25,4,2766
B09W5XR9RT,Duracell USB C To Lightning Apple Certified (Mfi) Braided Syn,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,USBCables,970,"1,999",0.51,4.4,184
B077Z65HSD,"boAt A400 USB Type-C to USB-A 2.0 Male Data Cable, 2 Meter (B",Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,USBCables,299,999,0.7,4.3,20850
B00NH11PEY,AmazonBasics USB 2.0 - A-Male to A-Female Extension Cable for,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,USBCables,199,750,0.73,4.5,74976
B09CMM3VGK,Ambrane 60W / 3A Type C Fast Charging Unbreakable 1.5m L Shap,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,USBCables,179,499,0.64,4,1934
B08QSC1XY8,Zoul USB C 60W Fast Charging 3A 6ft/2M Long Type C Nylon Brai,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,USBCables,389,"1,099",0.65,4.3,974
B008FWZGSG,"Samsung Original Type C to C Cable - 3.28 Feet (1 Meter), Whi",Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,USBCables,599,599,0,4.3,355
B0B4HJNPV4,pTron Solero T351 3.5Amps Fast Charging Type-C to Type-C PD D,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,USBCables,199,999,0.8,3.9,1075
B08Y1SJVV5,"pTron Solero MB301 3A Micro USB Data & Charging Cable, Made i",Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,USBCables,99,666.66,0.85,3.9,24871
B07XLCFSSN,"Amazonbasics Nylon Braided Usb-C To Lightning Cable, Fast Cha",Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,USBCables,899,"1,900",0.53,4.4,13552
B09RZS1NQT,"Sounce 65W OnePlus Dash Warp Charge Cable, 6.5A Type-C to USB",Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,USBCables,199,999,0.8,4,576
B0B3MMYHYW,OnePlus 126 cm (50 inches) Y Series 4K Ultra HD Smart Android,Electronics,"HomeTheater,TV&Video",Televisions,SmartTelevisions,,"32,999","45,999",0.28,4.2,7298
B09C6HWG18,Duracell Type C To Type C 5A (100W) Braided Sync & Fast Charg,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,USBCables,970,"1,999",0.51,4.2,462
B00NH11KIK,AmazonBasics USB 2.0 Cable - A-Male to B-Male - for Personal ,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,USBCables,209,695,0.7,4.5,107687
B09JPC82QC,Mi 108 cm (43 inches) Full HD Android LED TV 4C | L43M6-INC (,Electronics,"HomeTheater,TV&Video",Televisions,SmartTelevisions,,"19,999","34,999",0.43,4.3,27151
B07JW1Y6XV,Wayona Nylon Braided 3A Lightning to USB A Syncing and Fast C,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,USBCables,399,"1,099",0.64,4.2,24269
B07KRCW6LZ,TP-Link Nano AC600 USB Wi-Fi Adapter(Archer T2U Nano)- 2.4G/5,Computers&Accessories,NetworkingDevices,NetworkAdapters,WirelessUSBAdapters,,999,"1,599",0.38,4.3,12093
B09NJN8L25,FLiX (Beetel USB to Micro USB PVC Data Sync & 2A Fast Chargin,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,USBCables,59,199,0.7,4,9378
B07XJYYH7L,Wecool Nylon Braided Multifunction Fast Charging Cable For An,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,USBCables,333,999,0.67,3.3,9792
B002PD61Y4,D-Link DWA-131 300 Mbps Wireless Nano USB Adapter (Black),Computers&Accessories,NetworkingDevices,NetworkAdapters,WirelessUSBAdapters,,507,"1,208",0.58,4.1,8131
B014I8SSD0,"Amazon Basics High-Speed HDMI Cable, 6 Feet - Supports Ethern",Electronics,"HomeTheater,TV&Video",Accessories,Cables,HDMICables,309,475,0.35,4.4,426973
B09L8DSSFH,7SEVEN® Compatible for Samsung Smart 4K Ultra HD TV Monitor ,Electronics,"HomeTheater,TV&Video",Accessories,RemoteControls,,399,999,0.6,3.6,493
B07232M876,Amazonbasics Micro Usb Fast Charging Cable For Android Smartp,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,USBCables,199,395,0.5,4.2,92595
B07P681N66,TP-Link AC600 600 Mbps WiFi Wireless Network USB Adapter for ,Computers&Accessories,NetworkingDevices,NetworkAdapters,WirelessUSBAdapters,,"1,199","2,199",0.45,4.4,24780
B0711PVX6Z,AmazonBasics Micro USB Fast Charging Cable for Android Phones,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,USBCables,179,500,0.64,4.2,92595
B082T6V3DT,"AmazonBasics New Release Nylon USB-A to Lightning Cable Cord,",Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,USBCables,799,"2,100",0.62,4.3,8188
B07MKFNHKG,VW 80 cm (32 inches) Frameless Series HD Ready LED TV VW32A (,Electronics,"HomeTheater,TV&Video",Televisions,StandardTelevisions,,"6,999","12,999",0.46,4.2,4003
B0BFWGBX61,Ambrane Unbreakable 3A Fast Charging Braided Type C Cable    ,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,USBCables,199,349,0.43,4.1,314
B01N90RZ4M,Tata Sky Universal Remote,Electronics,"HomeTheater,TV&Video",Accessories,RemoteControls,,230,499,0.54,3.7,2960
B0088TKTY2,TP-LINK WiFi Dongle 300 Mbps Mini Wireless Network USB Wi-Fi ,Computers&Accessories,NetworkingDevices,NetworkAdapters,WirelessUSBAdapters,,649,"1,399",0.54,4.2,179691
B09Q5SWVBJ,OnePlus 80 cm (32 inches) Y Series HD Ready Smart Android LED,Electronics,"HomeTheater,TV&Video",Televisions,SmartTelevisions,,"15,999","21,999",0.27,4.2,34899
B0B4DT8MKT,"Wecool Unbreakable 3 in 1 Charging Cable with 3A Speed, Fast ",Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,USBCables,348,"1,499",0.77,4.2,656
B08CDKQ8T6,"Portronics Konnect L 1.2Mtr, Fast Charging 3A Micro USB Cable",Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,USBCables,154,349,0.56,4.3,7064
B07B275VN9,"Airtel DigitalTV DTH Television, Setup Box Remote Compatible ",Electronics,"HomeTheater,TV&Video",Accessories,RemoteControls,,179,799,0.78,3.7,2201
B0B15CPR37,Samsung 108 cm (43 inches) Crystal 4K Neo Series Ultra HD Sma,Electronics,"HomeTheater,TV&Video",Televisions,SmartTelevisions,,"32,990","47,900",0.31,4.3,7109
B0994GFWBH,Lapster 1.5 mtr USB 2.0 Type A Male to USB A Male Cable for c,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,USBCables,139,999,0.86,4,1313
B01GGKZ0V6,AmazonBasics USB Type-C to USB Type-C 2.0 Cable - 3 Feet Lapt,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,USBCables,329,845,0.61,4.2,29746
B09F9YQQ7B,Redmi 80 cm (32 inches) Android 11 Series HD Ready Smart LED ,Electronics,"HomeTheater,TV&Video",Televisions,SmartTelevisions,,"13,999","24,999",0.44,4.2,45238
B014I8SX4Y,"Amazon Basics High-Speed HDMI Cable, 6 Feet (2-Pack),Black",Electronics,"HomeTheater,TV&Video",Accessories,Cables,HDMICables,309,"1,400",0.78,4.4,426973
B09Q8HMKZX,Portronics Konnect L 20W PD Quick Charge Type-C to 8-Pin USB ,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,USBCables,263,699,0.62,4.1,450
B0B9XN9S3W,Acer 80 cm (32 inches) N Series HD Ready TV AR32NSV53HD (Blac,Electronics,"HomeTheater,TV&Video",Televisions,StandardTelevisions,,"7,999","14,990",0.47,4.3,457
B07966M8XH,Model-P4 6 Way Swivel Tilt Wall Mount 32-55-inch Full Motion ,Electronics,"HomeTheater,TV&Video",Accessories,"TVMounts,Stands&Turntables",TVWall&CeilingMounts,"1,599","2,999",0.47,4.2,2727
B01GGKYKQM,Amazon Basics USB Type-C to USB-A 2.0 Male Fast Charging Cabl,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,USBCables,219,700,0.69,4.3,20053
B0B86CDHL1,oraimo 65W Type C to C Fast Charging Cable USB C to USB C Cab,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,USBCables,349,899,0.61,4.5,149
B0B5ZF3NRK,"CEDO 65W OnePlus Dash Warp Charge Cable, USB A to Type C Data",Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,USBCables,349,599,0.42,4.1,210
B09RFC46VP,Redmi 108 cm (43 inches) 4K Ultra HD Android Smart LED TV X43,Electronics,"HomeTheater,TV&Video",Televisions,SmartTelevisions,,"26,999","42,999",0.37,4.2,45238
B08R69VDHT,"Pinnaclz Original Combo of 2 Micro USB Fast Charging Cable, U",Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,USBCables,115,499,0.77,4,7732
B09RWZRCP1,"boAt Type C A750 Stress Resistant, Tangle-free, Sturdy Flat C",Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,USBCables,399,999,0.6,4.1,1780
B09CMP1SC8,Ambrane 2 in 1 Type-C & Micro USB Cable with 60W / 3A Fast Ch,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,USBCables,199,499,0.6,4.1,602
B09YLXYP7Y,Ambrane 60W / 3A Fast Charging Output Cable with Type-C to US,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,USBCables,179,399,0.55,4,1423
B09ZPM4C2C,TCL 80 cm (32 inches) HD Ready Certified Android Smart LED TV,Electronics,"HomeTheater,TV&Video",Televisions,SmartTelevisions,,"10,901","30,990",0.65,4.1,398
B0B2DJDCPX,SWAPKART Fast Charging Cable and Data Sync USB Cable Compatib,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,USBCables,209,499,0.58,3.9,536
B0BCZCQTJX,Firestick Remote,Electronics,"HomeTheater,TV&Video",Accessories,RemoteControls,,"1,434","3,999",0.64,4,32
B07LGT55SJ,Wayona Usb Nylon Braided Data Sync And Charging Cable For Iph,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,USBCables,399,"1,099",0.64,4.2,24269
B09NKZXMWJ,Flix (Beetel) Usb To Type C Pvc Data Sync And 2A 480Mbps Data,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,USBCables,139,249,0.44,4,9378
B08QX1CC14,SKYWALL 81.28 cm (32 inches) HD Ready Smart LED TV 32SWELS-PR,Electronics,"HomeTheater,TV&Video",Televisions,SmartTelevisions,,"7,299","19,125",0.62,3.4,902
B0974H97TJ,"boAt A 350 Type C Cable for Smartphone, Charging Adapter (1.5",Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,USBCables,299,799,0.63,4.4,28791
B07GVGTSLN,Wayona Usb Type C Fast Charger Cable Fast Charging Usb C Cabl,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,USBCables,325,"1,299",0.75,4.2,10576
B09VCHLSJF,OnePlus 108 cm (43 inches) Y Series 4K Ultra HD Smart Android,Electronics,"HomeTheater,TV&Video",Televisions,SmartTelevisions,,"29,999","39,999",0.25,4.2,7298
B0B1YZX72F,Acer 127 cm (50 inches) I Series 4K Ultra HD Android Smart LE,Electronics,"HomeTheater,TV&Video",Televisions,SmartTelevisions,,"27,999","40,990",0.32,4.3,4703
B092BJMT8Q,Samsung 108 cm (43 inches) Crystal 4K Series Ultra HD Smart L,Electronics,"HomeTheater,TV&Video",Televisions,SmartTelevisions,,"30,990","52,900",0.41,4.3,7109
B0BMXMLSMM,"Lapster 65W compatible for OnePlus Dash Warp Charge Cable , t",Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,USBCables,199,999,0.8,4.5,127
B07JH1C41D,Wayona Nylon Braided (2 Pack) Lightning Fast Usb Data Cable F,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,USBCables,649,"1,999",0.68,4.2,24269
B0141EZMAI,"Gizga Essentials USB WiFi Adapter for PC, 150 Mbps Wireless N",Computers&Accessories,NetworkingDevices,NetworkAdapters,WirelessUSBAdapters,,269,800,0.66,3.6,10134
B09Q5P2MT3,OnePlus 108 cm (43 inches) Y Series Full HD Smart Android LED,Electronics,"HomeTheater,TV&Video",Televisions,SmartTelevisions,,"24,999","31,999",0.22,4.2,34899
B08HDH26JX,boAt Deuce USB 300 2 in 1 Type-C & Micro USB Stress Resistant,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,USBCables,299,699,0.57,4.2,94363
B09VT6JKRP,Lapster USB 3.0 A to Micro B SuperSpeed for hard disk cable -,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,USBCables,199,999,0.8,4.1,425
B09T3KB6JZ,TCL 100 cm (40 inches) Full HD Certified Android R Smart LED ,Electronics,"HomeTheater,TV&Video",Televisions,SmartTelevisions,,"18,990","40,990",0.54,4.2,6659
B093QCY6YJ,ZEBRONICS ZEB-USB150WF1 WiFi USB Mini Adapter Supports 150 Mb,Computers&Accessories,NetworkingDevices,NetworkAdapters,WirelessUSBAdapters,,290,349,0.17,3.7,1977
B093ZNQZ2Y,LOHAYA Remote Compatible for Mi Smart LED TV 4A Remote Contro,Electronics,"HomeTheater,TV&Video",Accessories,RemoteControls,,249,799,0.69,3.8,1079
B08LKS3LSP,"Gilary Multi Charging Cable, 3 in 1 Nylon Braided Fast Chargi",Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,USBCables,345,999,0.65,3.7,1097
B00V4BGDKU,TP-Link UE300 USB 3.0 to RJ45 Gigabit Ethernet Network Adapte,Computers&Accessories,NetworkingDevices,NetworkAdapters,WirelessUSBAdapters,,"1,099","1,899",0.42,4.5,22420
B08CHKQ8D4,Wayona Type C to Lightning MFI Certified 20W Fast charging Ny,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,USBCables,719,"1,499",0.52,4.1,1045
B09BW334ML,Dealfreez Case Compatible with Fire TV Stick 3rd Gen 2021 Ful,Electronics,"HomeTheater,TV&Video",Accessories,RemoteControls,,349,"1,499",0.77,4.3,4145
B082T6GVLJ,Amazon Basics New Release Nylon USB-A to Lightning Cable Cord,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,USBCables,849,"1,809",0.53,4.3,6547
B07DL1KC3H,Isoelite Remote Compatible for Samsung LED/LCD Remote Control,Electronics,"HomeTheater,TV&Video",Accessories,RemoteControls,,299,899,0.67,4,1588
B0B6F98KJJ,MI 100 cm (40 inches) 5A Series Full HD Smart Android LED TV ,Electronics,"HomeTheater,TV&Video",Televisions,SmartTelevisions,,"21,999","29,999",0.27,4.2,32840
B07JNVF678,Wayona Nylon Braided USB Data Sync and Fast Charging 3A Short,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,USBCables,349,999,0.65,4.2,13120
B09QGZFBPM,Wayona Type C To Type C Long Fast Charging Cable Type C Charg,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,USBCables,399,999,0.6,4.3,2806
B07JGDB5M1,Wayona Nylon Braided 2M / 6Ft Fast Charge Usb To Lightning Da,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,USBCables,449,"1,299",0.65,4.2,24269
B0981XSZJ7,CROSSVOLT Compatible Dash/Warp Data Sync Fast Charging Cable ,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,USBCables,299,999,0.7,4.3,766
B0B9XLX8VR,VU 139 cm (55 inches) The GloLED Series 4K Smart LED Google T,Electronics,"HomeTheater,TV&Video",Televisions,SmartTelevisions,,"37,999","65,000",0.42,4.3,3587
B08Y5KXR6Z,"PTron Solero T241 2.4A Type-C Data & Charging USB Cable, Made",Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,USBCables,99,800,0.88,3.9,24871
B09F6VHQXB,"Croma 80 cm (32 Inches) HD Ready LED TV (CREL7369, Black) (20",Electronics,"HomeTheater,TV&Video",Televisions,StandardTelevisions,,"7,390","20,000",0.63,4.1,2581
B0974G5Q2Y,"boAt Laptop, Smartphone Type-c A400 Male Data Cable (Carbon B",Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,USBCables,273.10,999,0.73,4.3,20850
B09YL9SN9B,LG 80 cm (32 inches) HD Ready Smart LED TV 32LQ576BPSA (Ceram,Electronics,"HomeTheater,TV&Video",Televisions,SmartTelevisions,,"15,990","23,990",0.33,4.3,1035
B09RX1FK54,"boAt Type C A750 Stress Resistant, Tangle-free, Sturdy Flat C",Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,USBCables,399,999,0.6,4.1,1780
B09TT6BFDX,Cotbolt Silicone Protective Case Cover for LG an MR21GA Magic,Electronics,"HomeTheater,TV&Video",Accessories,RemoteControls,,399,"1,999",0.8,4.5,505
B09KH58JZR,Portronics Konnect L POR-1403 Fast Charging 3A Type-C Cable 1,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,USBCables,210,399,0.47,4.1,1717
B09DDCQFMT,Electvision Remote Control Compatible with Amazon Fire tv Sti,Electronics,"HomeTheater,TV&Video",Accessories,RemoteControls,,"1,299","1,999",0.35,3.6,590
B08RP2L2NL,"King Shine Multi Retractable 3.0A Fast Charger Cord, Multiple",Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,USBCables,347,999,0.65,3.5,1121
B0B4G2MWSB,"Lapster 5 pin mini usb cable, usb b cable,camera cable usb2.0",Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,USBCables,149,999,0.85,4,1313
B0B21C4BMX,Portronics Konnect Spydr 31 3-in-1 Multi Functional Cable wit,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,USBCables,228,899,0.75,3.8,132
B084MZXJNK,"Belkin Apple Certified Lightning To Type C Cable, Tough Unbre",Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,USBCables,"1,599","1,999",0.2,4.4,1951
B0BHZCNC4P,Remote Control Compatible for Amazon Fire Tv Stick Remote Con,Electronics,"HomeTheater,TV&Video",Accessories,RemoteControls,,"1,499","3,999",0.63,3.7,37
B0B16KD737,VW 80 cm (32 inches) Playwall Frameless Series HD Ready Andro,Electronics,"HomeTheater,TV&Video",Televisions,SmartTelevisions,,"8,499","15,999",0.47,4.3,592
B099K9ZX65,Hisense 108 cm (43 inches) 4K Ultra HD Smart Certified Androi,Electronics,"HomeTheater,TV&Video",Televisions,SmartTelevisions,,"20,990","44,990",0.53,4.1,1259
B08Y55LPBF,Redmi 126 cm (50 inches) 4K Ultra HD Android Smart LED TV X50,Electronics,"HomeTheater,TV&Video",Televisions,SmartTelevisions,,"32,999","44,999",0.27,4.2,45238
B015OW3M1W,AmazonBasics 6-Feet DisplayPort (not USB port) to HDMI Cable ,Electronics,"HomeTheater,TV&Video",Accessories,Cables,HDMICables,799,"1,700",0.53,4.1,28638
B01D5H8ZI8,AmazonBasics 3 Feet High Speed HDMI Male to Female 2.0 Extens,Electronics,"HomeTheater,TV&Video",Accessories,Cables,HDMICables,229,595,0.62,4.3,12835
B09X1M3DHX,iFFALCON 80 cm (32 inches) HD Ready Smart LED TV 32F53 (Blac,Electronics,"HomeTheater,TV&Video",Televisions,SmartTelevisions,,"9,999","27,990",0.64,4.2,1269
B09MM6P76N,7SEVEN® Compatible Lg Smart Tv Remote Suitable for Any LG LE,Electronics,"HomeTheater,TV&Video",Accessories,RemoteControls,,349,599,0.42,4.2,284
B01D5H8LDM,"AmazonBasics 3.5mm to 2-Male RCA Adapter Cable For Tablet, Sm",Electronics,"HomeTheater,TV&Video",Accessories,Cables,RCACables,489,"1,200",0.59,4.4,69538
B0B1YY6JJL,Acer 109 cm (43 inches) I Series 4K Ultra HD Android Smart LE,Electronics,"HomeTheater,TV&Video",Televisions,SmartTelevisions,,"23,999","34,990",0.31,4.3,4703
B09QGZM8QB,Wayona Usb Type C 65W 6Ft/2M Long Fast Charging Cable Compati,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,USBCables,399,999,0.6,4.3,2806
B08L4SBJRY,"Saifsmart Outlet Wall Mount Hanger Holder for Dot 3rd Gen, Co",Electronics,HomeAudio,Accessories,SpeakerAccessories,Mounts,349,"1,299",0.73,4,3295
B09X79PP8F,MI 2-in-1 USB Type C Cable (Micro USB to Type C) 30cm for Sma,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,USBCables,179,299,0.4,3.9,81
B082T6GVG9,"AmazonBasics New Release ABS USB-A to Lightning Cable Cord, F",Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,USBCables,689,"1,500",0.54,4.2,42301
B0B3XY5YT4,LG 108 cm (43 inches) 4K Ultra HD Smart LED TV 43UQ7500PSF (C,Electronics,"HomeTheater,TV&Video",Televisions,SmartTelevisions,,"30,990","49,990",0.38,4.3,1376
B0B4HKH19N,"pTron Solero 331 3.4Amps Multifunction Fast Charging Cable, 3",Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,USBCables,249,931,0.73,3.9,1075
B08TGG316Z,"10k 8k 4k HDMI Cable, Certified 48Gbps 1ms Ultra High Speed H",Electronics,"HomeTheater,TV&Video",Accessories,Cables,HDMICables,999,"2,399",0.58,4.6,3664
B071VMP1Z4,LRIPL Compatible Sony Bravia LCD/led Remote Works with Almost,Electronics,"HomeTheater,TV&Video",Accessories,RemoteControls,,399,399,0,3.9,1951
B071SDRGWL,boAt Type-c A400 Type-c to USB A Cable for All Type C Phones ,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,USBCables,349,699,0.5,4.3,20850
B08PSQRW2T,Zoul Type C to Type C Fast Charging Cable 65W 2M/6ft USB C Ny,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,USBCables,399,"1,099",0.64,4.1,2685
B0859M539M,TP-LINK AC1300 Archer T3U Plus High Gain USB 3.0 Wi-Fi Dongle,Computers&Accessories,NetworkingDevices,NetworkAdapters,WirelessUSBAdapters,,"1,699","2,999",0.43,4.4,24780
B08RX8G496,LRIPL Mi Remote Control with Netflix & Prime Video Button Com,Electronics,"HomeTheater,TV&Video",Accessories,RemoteControls,,655,"1,099",0.4,3.2,285
